./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_0.png,Alef,57,28,186,219
./datasets/synthetic_data/train/Alef/texture_letter_Alef_0.png,Alef,65,43,215,217
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_1.png,Alef,54,65,176,217
./datasets/synthetic_data/train/Alef/texture_letter_Alef_1.png,Alef,69,45,200,215
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_2.png,Alef,35,72,189,233
./datasets/synthetic_data/train/Alef/texture_letter_Alef_2.png,Alef,22,55,219,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_3.png,Alef,66,68,183,150
./datasets/synthetic_data/train/Alef/texture_letter_Alef_3.png,Alef,49,48,173,189
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_4.png,Alef,54,44,218,193
./datasets/synthetic_data/train/Alef/texture_letter_Alef_4.png,Alef,24,46,242,208
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_5.png,Alef,56,62,178,239
./datasets/synthetic_data/train/Alef/texture_letter_Alef_5.png,Alef,84,49,202,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_6.png,Alef,70,72,198,193
./datasets/synthetic_data/train/Alef/texture_letter_Alef_6.png,Alef,64,42,162,154
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_7.png,Alef,63,17,228,238
./datasets/synthetic_data/train/Alef/texture_letter_Alef_7.png,Alef,76,14,255,181
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_8.png,Alef,43,48,235,196
./datasets/synthetic_data/train/Alef/texture_letter_Alef_8.png,Alef,28,6,195,202
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_9.png,Alef,64,66,242,178
./datasets/synthetic_data/train/Alef/texture_letter_Alef_9.png,Alef,42,26,230,219
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_10.png,Alef,26,34,181,219
./datasets/synthetic_data/train/Alef/texture_letter_Alef_10.png,Alef,47,95,171,211
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_11.png,Alef,64,53,180,182
./datasets/synthetic_data/train/Alef/texture_letter_Alef_11.png,Alef,74,73,255,191
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_12.png,Alef,33,36,217,234
./datasets/synthetic_data/train/Alef/texture_letter_Alef_12.png,Alef,62,35,186,189
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_13.png,Alef,25,14,196,218
./datasets/synthetic_data/train/Alef/texture_letter_Alef_13.png,Alef,73,46,214,176
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_14.png,Alef,25,57,176,203
./datasets/synthetic_data/train/Alef/texture_letter_Alef_14.png,Alef,48,8,217,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_15.png,Alef,52,56,176,196
./datasets/synthetic_data/train/Alef/texture_letter_Alef_15.png,Alef,80,48,164,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_16.png,Alef,56,39,217,215
./datasets/synthetic_data/train/Alef/texture_letter_Alef_16.png,Alef,35,60,191,187
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_17.png,Alef,69,46,233,211
./datasets/synthetic_data/train/Alef/texture_letter_Alef_17.png,Alef,78,46,255,198
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_18.png,Alef,63,15,220,202
./datasets/synthetic_data/train/Alef/texture_letter_Alef_18.png,Alef,84,72,208,215
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_19.png,Alef,66,80,186,192
./datasets/synthetic_data/train/Alef/texture_letter_Alef_19.png,Alef,55,62,199,220
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_20.png,Alef,48,38,222,173
./datasets/synthetic_data/train/Alef/texture_letter_Alef_20.png,Alef,50,40,214,192
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_21.png,Alef,41,60,255,178
./datasets/synthetic_data/train/Alef/texture_letter_Alef_21.png,Alef,52,47,187,214
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_22.png,Alef,60,72,195,220
./datasets/synthetic_data/train/Alef/texture_letter_Alef_22.png,Alef,63,82,183,216
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_23.png,Alef,72,82,246,214
./datasets/synthetic_data/train/Alef/texture_letter_Alef_23.png,Alef,69,82,188,214
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_24.png,Alef,36,56,208,195
./datasets/synthetic_data/train/Alef/texture_letter_Alef_24.png,Alef,34,36,183,172
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_25.png,Alef,42,20,158,201
./datasets/synthetic_data/train/Alef/texture_letter_Alef_25.png,Alef,41,119,183,211
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_26.png,Alef,12,56,239,238
./datasets/synthetic_data/train/Alef/texture_letter_Alef_26.png,Alef,30,71,171,224
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_27.png,Alef,35,43,220,172
./datasets/synthetic_data/train/Alef/texture_letter_Alef_27.png,Alef,69,31,188,211
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_28.png,Alef,85,67,228,228
./datasets/synthetic_data/train/Alef/texture_letter_Alef_28.png,Alef,51,30,209,199
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_29.png,Alef,51,50,211,223
./datasets/synthetic_data/train/Alef/texture_letter_Alef_29.png,Alef,57,35,208,199
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_30.png,Alef,2,96,171,227
./datasets/synthetic_data/train/Alef/texture_letter_Alef_30.png,Alef,20,59,197,222
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_31.png,Alef,59,50,184,180
./datasets/synthetic_data/train/Alef/texture_letter_Alef_31.png,Alef,14,29,199,207
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_32.png,Alef,66,35,246,207
./datasets/synthetic_data/train/Alef/texture_letter_Alef_32.png,Alef,52,1,245,226
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_33.png,Alef,59,70,209,217
./datasets/synthetic_data/train/Alef/texture_letter_Alef_33.png,Alef,61,76,174,170
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_34.png,Alef,28,34,190,222
./datasets/synthetic_data/train/Alef/texture_letter_Alef_34.png,Alef,74,38,215,189
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_35.png,Alef,47,67,191,181
./datasets/synthetic_data/train/Alef/texture_letter_Alef_35.png,Alef,9,34,188,227
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_36.png,Alef,71,59,193,207
./datasets/synthetic_data/train/Alef/texture_letter_Alef_36.png,Alef,45,14,185,255
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_37.png,Alef,67,38,214,180
./datasets/synthetic_data/train/Alef/texture_letter_Alef_37.png,Alef,77,44,173,209
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_38.png,Alef,64,38,202,240
./datasets/synthetic_data/train/Alef/texture_letter_Alef_38.png,Alef,47,36,219,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_39.png,Alef,45,33,167,196
./datasets/synthetic_data/train/Alef/texture_letter_Alef_39.png,Alef,32,49,222,199
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_40.png,Alef,51,67,230,241
./datasets/synthetic_data/train/Alef/texture_letter_Alef_40.png,Alef,64,57,193,222
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_41.png,Alef,48,44,192,185
./datasets/synthetic_data/train/Alef/texture_letter_Alef_41.png,Alef,49,59,210,191
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_42.png,Alef,46,59,209,215
./datasets/synthetic_data/train/Alef/texture_letter_Alef_42.png,Alef,78,36,190,190
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_43.png,Alef,48,49,204,233
./datasets/synthetic_data/train/Alef/texture_letter_Alef_43.png,Alef,58,46,233,189
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_44.png,Alef,57,55,188,183
./datasets/synthetic_data/train/Alef/texture_letter_Alef_44.png,Alef,84,37,213,189
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_45.png,Alef,31,38,199,216
./datasets/synthetic_data/train/Alef/texture_letter_Alef_45.png,Alef,44,64,236,216
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_46.png,Alef,59,36,219,204
./datasets/synthetic_data/train/Alef/texture_letter_Alef_46.png,Alef,19,42,220,194
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_47.png,Alef,85,63,255,202
./datasets/synthetic_data/train/Alef/texture_letter_Alef_47.png,Alef,74,51,194,232
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_48.png,Alef,50,32,198,201
./datasets/synthetic_data/train/Alef/texture_letter_Alef_48.png,Alef,36,31,208,192
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_49.png,Alef,9,47,215,231
./datasets/synthetic_data/train/Alef/texture_letter_Alef_49.png,Alef,29,14,227,229
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_50.png,Alef,86,40,237,178
./datasets/synthetic_data/train/Alef/texture_letter_Alef_50.png,Alef,55,83,198,195
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_51.png,Alef,62,47,205,234
./datasets/synthetic_data/train/Alef/texture_letter_Alef_51.png,Alef,58,62,216,202
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_52.png,Alef,61,65,198,184
./datasets/synthetic_data/train/Alef/texture_letter_Alef_52.png,Alef,36,43,191,228
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_53.png,Alef,44,36,189,215
./datasets/synthetic_data/train/Alef/texture_letter_Alef_53.png,Alef,59,66,173,175
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_54.png,Alef,65,90,204,255
./datasets/synthetic_data/train/Alef/texture_letter_Alef_54.png,Alef,59,44,215,247
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_55.png,Alef,65,68,190,219
./datasets/synthetic_data/train/Alef/texture_letter_Alef_55.png,Alef,51,69,220,228
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_56.png,Alef,49,13,191,198
./datasets/synthetic_data/train/Alef/texture_letter_Alef_56.png,Alef,74,67,187,206
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_57.png,Alef,42,81,212,237
./datasets/synthetic_data/train/Alef/texture_letter_Alef_57.png,Alef,83,58,243,195
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_58.png,Alef,82,56,255,189
./datasets/synthetic_data/train/Alef/texture_letter_Alef_58.png,Alef,52,86,197,196
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_59.png,Alef,73,72,249,254
./datasets/synthetic_data/train/Alef/texture_letter_Alef_59.png,Alef,25,18,240,221
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_60.png,Alef,42,72,185,201
./datasets/synthetic_data/train/Alef/texture_letter_Alef_60.png,Alef,38,45,207,181
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_61.png,Alef,39,28,195,207
./datasets/synthetic_data/train/Alef/texture_letter_Alef_61.png,Alef,22,42,203,235
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_62.png,Alef,70,76,187,234
./datasets/synthetic_data/train/Alef/texture_letter_Alef_62.png,Alef,35,49,255,227
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_63.png,Alef,17,18,191,197
./datasets/synthetic_data/train/Alef/texture_letter_Alef_63.png,Alef,72,69,188,155
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_64.png,Alef,66,27,246,205
./datasets/synthetic_data/train/Alef/texture_letter_Alef_64.png,Alef,60,32,203,174
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_65.png,Alef,64,52,194,183
./datasets/synthetic_data/train/Alef/texture_letter_Alef_65.png,Alef,41,45,220,202
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_66.png,Alef,43,27,197,238
./datasets/synthetic_data/train/Alef/texture_letter_Alef_66.png,Alef,44,55,208,241
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_67.png,Alef,39,51,207,177
./datasets/synthetic_data/train/Alef/texture_letter_Alef_67.png,Alef,28,39,197,243
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_68.png,Alef,53,63,203,236
./datasets/synthetic_data/train/Alef/texture_letter_Alef_68.png,Alef,58,55,205,209
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_69.png,Alef,43,78,219,196
./datasets/synthetic_data/train/Alef/texture_letter_Alef_69.png,Alef,36,37,205,233
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_70.png,Alef,35,36,222,195
./datasets/synthetic_data/train/Alef/texture_letter_Alef_70.png,Alef,20,46,218,184
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_71.png,Alef,80,53,202,203
./datasets/synthetic_data/train/Alef/texture_letter_Alef_71.png,Alef,28,16,215,217
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_72.png,Alef,12,0,213,211
./datasets/synthetic_data/train/Alef/texture_letter_Alef_72.png,Alef,50,26,179,208
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_73.png,Alef,43,78,209,211
./datasets/synthetic_data/train/Alef/texture_letter_Alef_73.png,Alef,57,42,233,200
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_74.png,Alef,4,41,252,255
./datasets/synthetic_data/train/Alef/texture_letter_Alef_74.png,Alef,41,0,198,195
./datasets/synthetic_data/train/Alef/synthetic_letter_Alef_75.png,Alef,61,69,222,226
